,HotelName,Address,Originalprice,Amountpayable,Discount,Facilities,Ratings,Reviews,Roomquality,Location
718,OYO Townhouse 256 Silver Palm Resort,"Near Novetel, Gauravaddo, Goa·       15.6 km",3674.5,1063.0,71.0, Reception  Free Wi-Fi  Power backup  + 13 more,4.0,1330.0,Very Good,goa
719,OYO Flagship 702956 Seven Seas Guest House,"Goa, Goa·       7.9 km",3674.5,1063.0,71.0, Geyser  Power backup  AC  + 2 more,3.6,509.0,,goa
720,OYO Flagship 702762 Banda Beach Guest House,"Umtav Vado, Goa·       17.2 km",3674.5,1063.0,71.0, Geyser  Power backup  AC  + 2 more,3.6,509.0,,goa
721,Collection O 81601 Casa De Prime,"Saunta Vaddo, Baga, Goa 403519·       17.8 km",3674.5,1063.0,71.0, Private entrance  Parking facility  Reception  + 15 more,2.9,38.0,Fair,goa
722,OYO Flagship 702276 Breeze Classic,"Calangute - Anjuna Road, Goa·       16.1 km",3674.5,1063.0,71.0, Free Wi-Fi  Geyser  AC  + 5 more,3.6,509.0,,goa
723,OYO Home 78145 Pravin Holiday Home,"Bishop Alex Dias Rd, Calangute, Goa·       16.1 km",3674.5,1063.0,71.0, Private entrance  Parking facility  Free Wi-Fi  + 17 more,3.9,57.0,Good,goa
724,Flagship 60029 Maina Mansion,"Near Calangute Beach, Umtav Vaddo, Goa ·       17.2 km",3674.5,1063.0,71.0, Reception  Free Wi-Fi  Power backup  + 10 more,3.3,119.0,Fair,goa
725,Flagship 4637 Hotel K Square,"Model Town, Manali·       0.2 km",3494.0,973.0,72.0, Parking facility  Electric Kettle  Free Wi-Fi  + 6 more,4.6,247.0,Excellent,manali
726,OYO 701590 The Royal Solitaire,"Old Manali, Manali·       1.0 km",2091.0,586.0,71.0, Elevator  Free Wi-Fi  Geyser  + 6 more,3.6,509.0,,manali
727,OYO 702527 Hotel Corner Retreat Manali,"Manali 175131, Manali·       0.2 km",2348.0,658.0,71.0, Free Wi-Fi  Geyser  CCTV cameras  + 5 more,4.3,10.0,Very Good,manali
729,OYO 701596 Hotel White Snow,"Old Manali, Manali·       1.0 km",2064.0,578.0,72.0, Elevator  Free Wi-Fi  Geyser  + 6 more,3.6,509.0,,manali
732,Collection O 10372 Hotel Whistling Winds,"Model Town, Near Mall Road, Siyal Road, Manali·       0.3 km",4132.0,1157.0,72.0, Parking facility  Free Wi-Fi  Geyser  + 5 more,4.3,1070.0,Very Good,manali
733,OYO 69163 Manali Palace Height,"Near Simsa Village, Nasogi, Manali·       2.3 km",2779.0,649.0,76.0, TV  King Sized Bed  TV  + 6 more,4.4,509.0,Very Good,manali
734,OYO 22664 Hotel Whispering River,"Near Beas Bridge, Mall Road, Manali·       0.3 km",5191.0,1817.0,65.0, Reception  Power backup  24/7 check-in  + 22 more,4.1,225.0,Very Good,manali
735,OYO Flagship 30387 Pine View Hotel Manali,"Near Mall Road, Hadimba Road, Manali·       0.6 km",2118.0,609.0,71.0, Parking facility  Reception  Caretaker  + 15 more,4.1,49.0,Very Good,manali
737,OYO 702006 Benvenuto Cottage ,"prini shuru road, Manali·       2.8 km",2224.0,549.0,75.0, Free Wi-Fi  Geyser  CCTV cameras  + 5 more,3.6,509.0,,manali
738,OYO Flagship 702651 Old Manali Cottages And Camps,"Old Manali, Manali·       2.7 km",3782.0,599.0,84.0, Free Wi-Fi  Geyser  CCTV cameras  + 5 more,3.6,509.0,,manali
739,Capital O 13586 Hotel Monarch,"Aleo, Manali·       0.5 km",2764.0,967.0,65.0, Doctor on call  Parking facility  Reception  + 19 more,2.8,12.0,Fair,manali
741,OYO 13387 Hill View,"Simsa Village, Manali·       2.5 km",2355.0,658.0,72.0, CCTV cameras  TV  TV  + 6 more,3.9,14.0,Good,manali
744,OYO 701591 Hotel Wooib,"Near mall road, Manali, HP 175131·       0.4 km",2355.0,660.0,71.0, Free Wi-Fi  Geyser  CCTV cameras  + 4 more,3.6,11.0,Good,manali
745,Capital O HOTEL KRISTO RIVER VIEW,Rangri nh-21 Near HP Petrol Pump manali 175131·       2.3 km,2551.0,893.0,64.0, Doctor on call  Reception  Ticket tour assistance  + 17 more,3.7,11.0,Good,manali
747,Capital O 700922 Mountain View Resort,"175131, Manali·       0.5 km",2779.0,778.0,72.0, Reception  Ticket tour assistance  Caretaker  + 16 more,3.6,509.0,,manali
750,Capital O 86372 Hotel Shanti Residency,"Kullu, Manali·       0.8 km",3008.0,720.0,76.0, Reception  Caretaker  Geyser  + 9 more,4.2,32.0,Very Good,manali
751,Townhouse Oak ROYAL BLISS,"Naggar Road, Manali·       3.5 km",2849.0,997.0,65.0, Elevator  Free Wi-Fi  Geyser  + 6 more,5.0,26.0,Fabulous,manali
752,POP 89298 Hotel Prini Inn,"Prini, Manali·       2.3 km",3194.0,778.0,75.0, Free Wi-Fi  Geyser  CCTV cameras  + 5 more,4.4,31.0,Very Good,manali
754,Flagship 701262 Hotel Rang Bay Cottages,"Manali, Manali·       1.1 km",2607.0,599.0,77.0, Free Wi-Fi  Geyser  CCTV cameras  + 5 more,3.6,509.0,,manali
755,Collection O 84894 Hotel River Bank,"Old Manali, Manali·       1.4 km",2779.0,973.0,64.0, Reception  Free Wi-Fi  Caretaker  + 11 more,4.2,68.0,Very Good,manali
758,Capital O 84257 Hotel Himalayan Travels,"175131, Manali·       2.5 km",2779.0,778.0,72.0, Parking facility  Reception  Geyser  + 9 more,3.9,182.0,Good,manali
759,OYO 701599 Royal Valley Resort,"Near Ishaan Resort, Manali·       1.2 km",2765.0,774.0,72.0, Free Wi-Fi  Geyser  CCTV cameras  + 5 more,3.6,509.0,,manali
760,OYO 701274 Kartikey Inn Manali Heights,"Manali, Manali·       2.1 km",2224.0,623.0,71.0, Elevator  Free Wi-Fi  Geyser  + 7 more,3.6,509.0,,manali
761,OYO Flagship 70370 Hotel Beas River Retreat,"India, Manali·       4.1 km",1661.0,581.0,65.0, Geyser  Power backup  AC  + 1 more,3.6,509.0,,manali
765,Collection O 702734 Spex Hills,"Danapur Nizamat Manali Himachal PradeshIndia, Manali·       2.1 km",4467.0,1251.0,71.0, Geyser  AC  Power backup  + 3 more,3.7,10.0,Good,manali
766,OYO 701511 The Hostel Glamping Pods By Workalyas,"Old Manali, Manali·       1.7 km",2765.0,774.0,72.0, Free Wi-Fi  Geyser  AC  + 7 more,3.6,509.0,,manali
767,OYO 701593 Hotel Nature's View,"Leh Highway, Manali·       1.1 km",2224.0,623.0,71.0, Free Wi-Fi  Geyser  CCTV cameras  + 5 more,3.6,509.0,,manali
769,Capital O 82363 Hampta Bliss Cottages,"Prini, Manali·       2.5 km",2865.0,949.0,66.0, Parking facility  Free Wi-Fi  Power backup  + 14 more,4.2,34.0,Very Good,manali
772,Capital O 85115 Hotel Rock Inn,"Kullu, Manali·       2.6 km",3638.0,778.0,78.0, Parking facility  Reception  Caretaker  + 14 more,4.6,509.0,Excellent,manali
773,OYO 701277 Apple View Resorts,"Khakhnal, Manali·       1.5 km",2794.0,782.0,72.0, Elevator  Free Wi-Fi  Geyser  + 6 more,3.6,509.0,,manali
774,OYO 91532 Hema Holiday Home,"175131, Manali·       1.5 km",2779.0,973.0,64.0, Reception  Ticket tour assistance  Caretaker  + 26 more,3.5,32.0,Good,manali
775,Collection O 701609 HOTEL VIEW POINT MANALI,"Simsa, Manali·       1.6 km",2509.0,703.0,71.0, Elevator  Free Wi-Fi  Geyser  + 6 more,3.6,509.0,,manali
776,Collection O 13266 Hotel beas ganga manali,"HP , Manali·       1.6 km",2088.0,731.0,64.0, Parking facility  Free Wi-Fi  Geyser  + 2 more,4.6,10.0,Excellent,manali
777,Collection O 81512 Apple Blossom,"Mall Road, Manali·       0.1 km",2779.0,778.0,72.0, CCTV cameras  AC  Card payment  + 3 more,4.0,150.0,Very Good,manali
778,Capital O 93124 Stay Bless,"Near Mahindra Resort and Fat plate restaurant, Kullu - Naggar Road - Manali Road, 175131·       3.0 km",2779.0,973.0,64.0, Free Wi-Fi  Power backup  AC  + 11 more,5.0,509.0,Fabulous,manali
780,Collection O 701464 Robin View Cottage,"India, Manali·       2.5 km",2252.0,631.0,71.0, Free Wi-Fi  Geyser  CCTV cameras  + 5 more,3.6,509.0,,manali
782,Capital O 83023 Hotel Sukh,"Aleo, Manali·       1.1 km",2252.0,788.0,65.0, Doctor on call  Parking facility  Reception  + 12 more,1.0,509.0,Fair,manali
783,OYO 17359 Sagar Villa Cottage,"Near Arjun Dhaba, Kullu Manali Road, Manali·       2.5 km",2779.0,973.0,64.0, Free Wi-Fi  Power backup  Card payment  + 13 more,4.2,509.0,Very Good,manali
786,OYO 82405 Cochin Villa,"Himachal Pradesh India, Manali·       2.4 km",2779.0,973.0,64.0, Coffee/tea maker  Doctor on call  Reception  + 26 more,1.0,509.0,Fair,manali
787,OYO Townhouse 634 Shiva'S Valley,"Metgutad, Mahabaleshwar·       5.9 km",4610.0,1073.0,76.0, Reception  Ticket tour assistance  Caretaker  + 30 more,3.8,416.0,Good,mahabaleshwar
789,OYO 61503 Hotel Honey House,"Near Murray Peth, Mahabaleshwar·       1.5 km",3400.0,782.0,77.0, Reception  Power backup  24/7 check-in  + 24 more,3.3,88.0,Fair,mahabaleshwar
791,OYO 12935 Hotel Shrushti Inn,"Mahabaleshwar,  Maharashtra, India - 412805·       9.8 km",2889.0,809.0,72.0, Power backup  Card payment  TV  + 13 more,3.3,47.0,Fair,mahabaleshwar
792,OYO 13363 Summer Palace,"Opposite Panchgani Bus Stand, Panchgani, Mahabaleshwar·       15.8 km",3449.0,967.0,71.0, Parking facility  Reception  Free Wi-Fi  + 9 more,3.3,140.0,Fair,mahabaleshwar
793,OYO 87961 Hotel Im-pact Stays Palace,"India, Mahabaleshwar·       1.3 km",3072.0,978.0,68.0, AC  AC ,3.4,62.0,Fair,mahabaleshwar
795,OYO Flagship 82028 S s Cottages,"India, Mahabaleshwar·       1.3 km",2474.0,693.0,71.0, Parking facility  Reception  Ticket tour assistance  + 16 more,2.8,509.0,Fair,mahabaleshwar
796,Collection O 703931 Hotel bright holidays,"Mahabaleshwar, Mahabaleshwar·       5.3 km",3531.0,1236.0,65.0, AC  TV  TV  + 3 more,3.6,509.0,,mahabaleshwar
797,OYO 76721 Hotel Mk,"Satara, Mahabaleshwar·       9.3 km",2985.0,1045.0,64.0, Full Sized Bed  AC  TV  + 3 more,3.0,17.0,Fair,mahabaleshwar
798,OYO Townhouse 701 Hotel Bright Plaza,"Metgutad, Mahabaleshwar·       5.9 km",7437.0,2603.0,65.0, Parking facility  Reception  Free Wi-Fi  + 18 more,3.1,259.0,Fair,mahabaleshwar
799,Collection O 86603 Hotel Dream Catcher,"412803, Mahabaleshwar·       17.8 km",2798.0,586.0,79.0, Reception  Ticket tour assistance  Caretaker  + 20 more,2.7,509.0,Fair,mahabaleshwar
800,SPOT ON 79137 Shreekrupa,"Satara, Mahabaleshwar·       1.3 km",3674.5,1063.0,71.0, Ticket tour assistance  Reception  Caretaker  + 10 more,4.1,325.0,Very Good,mahabaleshwar
