,HotelName,Address,Originalprice,Amountpayable,Discount,Facilities,Ratings,Reviews,Roomquality,Location
276,OYO Townhouse 078 Dodda Banaswadi,"Near Udupi Upachar, Lakshmamma Layout, Bangalore·       7.6 km",8167.0,2858.0,65.0, Reception  Power backup  Refrigerator  + 22 more,4.4,569.0,Very Good,bangalore
277,Collection O 2661 Hotel 29 Church's Inn,"India, Bangalore·       1.1 km",4409.0,1449.0,67.0, Parking facility  Coffee/tea maker  Free Wi-Fi  + 14 more,2.7,642.0,Fair,bangalore
278,OYO Flagship 703671 Navarang Residency,"4th Block, Bangalore·       4.3 km",2877.0,806.0,71.0, Geyser  Power backup  AC  + 1 more,3.6,509.0,,bangalore
279,OYO 19934 Hotel Golden Arch,"Near Vijayanagar police station, MC Layout, Bangalore·       6.1 km",3409.0,955.0,71.0, AC  TV ,4.0,249.0,Very Good,bangalore
280,Capital O 69041 Yo Hotel,"Near SR Krishnappa Garden, Swagath Road, Bangalore·       4.8 km",3987.0,1116.0,72.0, Reception  Free Wi-Fi  Power backup  + 10 more,2.6,613.0,Fair,bangalore
281,OYO 62331 Gn Collection O,"Centrally Located, Near A D Halli Park, Housing Board, Bangalore·       6.3 km",3506.0,892.0,74.0, Reception  Free Wi-Fi  Power backup  + 15 more,3.5,683.0,Good,bangalore
282,OYO Flagship 702198 VSV Avenue Hennur,"INDIA-., Bangalore·       6.4 km",2254.0,631.0,72.0, Free Wi-Fi  Geyser  CCTV cameras  + 5 more,3.9,55.0,Good,bangalore
283,Flagship 18680 Olivia Comforts,"Near Eat Street, Kormangala, Bangalore·       5.0 km",3381.0,934.0,72.0, Reception  Free Wi-Fi  Power backup  + 18 more,3.8,1611.0,Good,bangalore
284,Collection O 26188 Domus Regency,"Near Swastha Restaurant, Vijay Nagar, Bangalore·       8.0 km",4428.0,1550.0,65.0, Parking facility  Free Wi-Fi  Power backup  + 14 more,5.0,509.0,Fabulous,bangalore
285,Flagship 81248 Blooms Residency,"560016, Bangalore·       8.0 km",4274.0,1197.0,71.0, Doctor on call  Hair Dryer  Parking facility  + 19 more,4.0,962.0,Very Good,bangalore
286,OYO 91325 Nr Royal,"Sector 6, HSR Layout Ward, Bommanahalli Zone, Bengaluru, Bangalore South, Bangalore Urban, Karnataka·       7.1 km",2424.0,656.0,72.0, Parking facility  Reception  Caretaker  + 15 more,2.6,174.0,Fair,bangalore
287,Collection O 77217 Amazing Inn,"Bhuvanappa Layout, Bangalore·       4.6 km",4264.0,1133.0,73.0, Parking facility  Reception  Free Wi-Fi  + 11 more,3.4,676.0,Fair,bangalore
288,Flagship 75493 Majestic,"Near Majestic Railway Station, Akkipete, Bangalore·       2.6 km",4587.0,1605.0,65.0, Reception  Free Wi-Fi  Power backup  + 9 more,3.7,1746.0,Good,bangalore
289,Collection O 81407 Home Comforts,"Bangalore Urban, Bangalore·       6.7 km",3787.0,1060.0,72.0, Parking facility  Free Wi-Fi  Geyser  + 7 more,4.0,712.0,Very Good,bangalore
290,OYO 9991 Sai Ram Residency,"Cubbonpet Main Road, Bangalore·       1.4 km",3161.0,885.0,72.0, Elevator  Free Wi-Fi  Power backup  + 8 more,3.3,208.0,Fair,bangalore
291,Capital O 14273 Inn@silicon Valley,"Service Road, Koramangala, Bengaluru·       6.8 km",3475.0,973.0,72.0, Parking facility  Free Wi-Fi  Power backup  + 16 more,3.5,734.0,Good,bangalore
292,OYO Townhouse 82047 Srk Live Inn Castle,"Bangalore Urban, Bangalore·       4.5 km",3918.0,1371.0,65.0, Elevator  Free Wi-Fi  Power backup  + 3 more,3.4,944.0,Fair,bangalore
293,OYO 68738 Hotel Ramana Inn,"Near Apollo Phaacy, Mathikere Main Road, Bangalore·       8.1 km",1923.0,603.0,68.0, Parking facility  Reception  Free Wi-Fi  + 16 more,3.6,153.0,Good,bangalore
294,OYO Townhouse 038 Banaswadi 100Ft Road,"Bangalore, Bangalore·       8.1 km",5532.0,1549.0,72.0, Parking facility  Reception  Free Wi-Fi  + 18 more,3.1,864.0,Fair,bangalore
295,OYO 10527 Corner Golf View,"Domlur, Bangalore·       5.6 km",3502.0,981.0,71.0, Cot  Power backup  Bedside Table / Desk  + 23 more,2.7,525.0,Fair,bangalore
296,Flagship 92604 Sp Residency,"Btm 2nd Stage, Bangalore·       6.8 km",2232.0,779.0,65.0, Parking facility  Elevator  Free Wi-Fi  + 7 more,2.2,70.0,Fair,bangalore
297,Townhouse OAK SRK White Inn,"Koramangala, Bangalore·       5.9 km",4181.0,1463.0,65.0, Free Wi-Fi  Power backup  Security  + 11 more,3.2,1573.0,Fair,bangalore
298,OYO 35680 Sri Sai Residency,"Near Vijaya Nagar, Bangalore·       6.3 km",3502.0,981.0,71.0, Reception  Caretaker  Power backup  + 25 more,2.5,374.0,Fair,bangalore
299,OYO Townhouse 385 Navya International Ramamurthy Nagar,"Near Rammamurthynagar Police Station, Bangalore·       8.8 km",3819.0,1070.0,71.0, Electric Kettle  Free Wi-Fi  AC  + 4 more,3.7,1987.0,Good,bangalore
300,Capital O 67657 Gn Suites,"Near Sub Registrar Office, Banaswadi, Bangalore·       7.4 km",3611.0,949.0,73.0, Reception  Power backup  24/7 check-in  + 24 more,3.1,944.0,Fair,bangalore
301,OYO Townhouse 238 Ulssor,"Halasuru, Bangalore·       3.6 km",6311.0,1767.0,72.0, Doctor on call  Parking facility  Reception  + 17 more,4.0,1810.0,Very Good,bangalore
302,Flagship 700311 S M Residency,"Nagarbhavi, Bangalore·       8.1 km",3145.0,881.0,71.0, Free Wi-Fi  Geyser  CCTV cameras  + 5 more,3.1,97.0,Fair,bangalore
303,Capital O 47538 Prime Residency,"Near Perseverance HBR, Saint Thomas Town, Bangalore·       6.3 km",4437.0,1242.0,72.0, Hair Dryer  Parking facility  Reception  + 19 more,3.7,988.0,Good,bangalore
304,Flagship 701603 New Town House,"Nagarbhavi, Bangalore·       7.2 km",3177.0,890.0,71.0, Elevator  Free Wi-Fi  Geyser  + 6 more,4.0,25.0,Very Good,bangalore
305,OYO 9251 Nar Comforts,"NAR Comforts,13, G.K temple street, opp. Vijayalaxmi theater, Chickpet, Bangalore·       2.1 km",3221.0,1127.0,65.0, Parking facility  Elevator  Free Wi-Fi  + 7 more,3.5,1559.0,Good,bangalore
306,Flagship 8252 Aayush Corporate Stays,"Near Maharaja Signal, Kormangala, Bangalore·       5.8 km",4099.0,1148.0,71.0, Hair Dryer  Free Wi-Fi  Power backup  + 13 more,3.3,1026.0,Fair,bangalore
307,Capital O 70156 Victorian Comforts,"Near Adams Creation, Victoria Layout, Bangalore·       2.4 km",5214.0,1460.0,72.0, Reception  Free Wi-Fi  Power backup  + 15 more,3.7,1241.0,Good,bangalore
309,OYO BLR2467 Urban Inn,"Near Mosque And Above Canara Bank, Bangalore·       6.9 km",4221.0,1182.0,72.0, Hair Dryer  Reception  Free Wi-Fi  + 10 more,4.2,1144.0,Very Good,bangalore
310,Capital O 700595 Elite Stay Jp Nagar,"6th Phase, Bangalore·       7.8 km",3795.0,1063.0,71.0, Reception  Free Wi-Fi  Security  + 15 more,3.4,394.0,Fair,bangalore
311,OYO 76339 Sai Orchid ,"West Zone, Bangalore·       7.5 km",2225.0,623.0,72.0, Reception  Free Wi-Fi  Power backup  + 8 more,2.8,73.0,Fair,bangalore
312,OYO 23032 New Hotel Mayur Paradise,"Near Shamaro Vittal Co-Operative Bank, Bangalore·       7.1 km",2551.0,714.0,72.0, Parking facility  Reception  Free Wi-Fi  + 10 more,3.0,99.0,Fair,bangalore
313,Capital O 93425 Mr Guestline,"Bangalore Urban, Bangalore·       5.6 km",2799.0,980.0,64.0, Doctor on call  Reception  Ticket tour assistance  + 25 more,2.4,59.0,Fair,bangalore
314,SPOT ON 71449 Ssr Lodging And Boarding,"Near Jumma masjid, Shivaji Nagar, Bangalore·       2.1 km",3238.0,907.0,71.0, Reception  Free Wi-Fi  Power backup  + 7 more,2.9,284.0,Fair,bangalore
315,Capital O 49646 Hotel Champion Paradise,"Near V.E.T School, J.P. Nagar, Bangalore·       7.1 km",3822.0,1338.0,64.0, AC  TV  Queen Sized Bed ,3.2,621.0,Fair,bangalore
316,OYO Flagship 702689 Hotel Gurudev Residency,"India, Bangalore·       2.7 km",3177.0,890.0,71.0, Elevator  Free Wi-Fi  Geyser  + 6 more,4.1,67.0,Very Good,bangalore
317,Capital O 70991 Prime Square,"Centrally Located, Near Kalyan Nagar Bus Stand, 1st stage, Bangalore·       7.6 km",4891.0,1370.0,71.0, Free Wi-Fi  Power backup  Card payment  + 10 more,3.6,752.0,Good,bangalore
318,Capital O 12543 3 Square,"Next to Cafe Coffee Day, HBR Layout, Bangalore·       8.0 km",3815.0,1068.0,72.0, Elevator  Free Wi-Fi  Geyser  + 6 more,3.7,1298.0,Good,bangalore
319,OYO 3664 Hotel Shivaals Residency,"Rajajinagar, Bangalore·       5.1 km",3787.0,1060.0,72.0, Doctor on call  Parking facility  Reception  + 20 more,3.4,225.0,Fair,bangalore
320,Collection O 31939 CTC Gardenia Residency,"India - , Bangalore·       2.0 km",4562.0,1597.0,64.0, Parking facility  Reception  Free Wi-Fi  + 10 more,5.0,509.0,Fabulous,bangalore
321,Capital O 37517 Withinn Hotel,"Near NIAS, Mathikere Extension, Bangalore·       7.4 km",5062.0,1418.0,71.0, Parking facility  Reception  Free Wi-Fi  + 14 more,4.2,1155.0,Very Good,bangalore
322,Capital O 432 Hotel Victoria Heights,"Near St.Philomena's Hospital, Xavier Layout, Bangalore·       2.1 km",4465.0,1250.0,72.0, Free Wi-Fi  TV  TV  + 3 more,3.6,894.0,Good,bangalore
323, OYO Townhouse 149 Siri Residency,"Bhuvaneswari Nagar, Bangalore·       9.5 km",3899.0,1092.0,71.0, AC  TV ,4.0,370.0,Very Good,bangalore
324,OYO Townhouse 500 Cbm Residency,"H s r Layout, Bangalore·       8.5 km",8892.0,3112.0,65.0, Parking facility  Private entrance  Reception  + 11 more,4.2,1171.0,Very Good,bangalore
325,OYO 87519 Nra Residency,"Rajarajeshwari Nagar, Bangalore·       9.1 km",3904.0,1366.0,65.0, Parking facility  Reception  Free Wi-Fi  + 14 more,3.0,308.0,Fair,bangalore
326,Capital O 46356 White Mg,"Near INOX Lido Mall, Ulsoor, Bangalore·       2.6 km",9731.0,2725.0,72.0, Parking facility  Reception  Free Wi-Fi  + 12 more,4.4,85.0,Very Good,bangalore
328,OYO Townhouse 093 Ramamurthy Nagar,"Near Ramamurthy Nagar Signal, Bangalore,Karnataka·       8.6 km",5671.0,1985.0,65.0, Parking facility  Reception  Free Wi-Fi  + 11 more,3.9,984.0,Good,bangalore
329,OYO 87278 Royal Grand Residency,"Bangalore Karnataka, Bangalore·       2.5 km",3502.0,1226.0,64.0, Doctor on call  Reception  Ticket tour assistance  + 31 more,3.2,427.0,Fair,bangalore
331,OYO Home 78918 Leva Homes,"Mahadevapura Zone, Bangalore·       9.0 km",4911.0,1375.0,72.0, Elevator  Private entrance  Free Wi-Fi  + 7 more,3.5,1047.0,Good,bangalore
332,OYO Townhouse 76427 Hotel Skyline,"B s k 2nd Stage, Bangalore·       7.3 km",3765.0,1054.0,72.0, Reception  Free Wi-Fi  Caretaker  + 21 more,3.2,432.0,Fair,bangalore
333,OYO 72404 Naidu Palace,"Near Dhobi Ghat junction, Rajajinagar, Bangalore·       5.2 km",3947.0,1381.0,65.0, Doctor on call  Private entrance  Reception  + 19 more,3.7,539.0,Good,bangalore
334,OYO 15392 Sri Sai Guru Comforts,"Near Kodigihalli Gate, Byatarayanapura, Bangalore·       9.7 km",1966.0,899.0,54.0, Hair Dryer  Free Wi-Fi  Power backup  + 13 more,3.5,386.0,Good,bangalore
335,OYO Home 78310 Crystal Inn,"Bilekahalli, Bangalore·       7.9 km",3545.0,1241.0,64.0, Parking facility  Free Wi-Fi  CCTV cameras  + 5 more,3.5,1250.0,Good,bangalore
336,OYO 11915 Varcity Park,"Near SV Hospitals, Madiwala, Bangalore·       5.5 km",4234.0,1186.0,71.0, Doctor on call  Hair Dryer  Reception  + 20 more,3.8,2311.0,Good,bangalore
337,OYO 11097 Hotel Grand Arabian,"Dr.Ambedkar Nagar, Yeshwanthpur, Bangalore·       6.9 km",3719.0,1042.0,71.0, Free Wi-Fi  Geyser  Power backup  + 9 more,3.8,275.0,Good,bangalore
338,OYO 13043 Pavithra Regency,"Near SBI Bank, RT Nagar Main Road, Bangalore·       6.1 km",3207.0,898.0,72.0, Reception  Power backup  Security  + 23 more,3.1,137.0,Fair,bangalore
339,Collection O 80212 Druvin boutique hotel,"India Bangalore KarnatakaIndia, Bangalore·       6.8 km",4539.0,1271.0,72.0, Reception  Caretaker  Security  + 22 more,3.0,265.0,Fair,bangalore
340,OYO 45125 Banashankari Comforts,"Near CBI Office, Ganganagar, Bangalore·       6.2 km",4084.0,1199.0,70.0, Parking facility  Free Wi-Fi  Power backup  + 20 more,3.3,23.0,Fair,bangalore
341,OYO Townhouse 264 – Q Rooms BTM Layout,"Near BTM Water Tank, Mico Layout, Bangalore·       6.6 km",7239.0,2534.0,65.0, Private entrance  Reception  Free Wi-Fi  + 19 more,4.4,2110.0,Very Good,bangalore
342,OYO 10291 Sri Venkatadri Residency,"Near Maha Bazaar, Mks Square, Bangalore·       7.9 km",2687.0,752.0,72.0, Elevator  Free Wi-Fi  Geyser  + 8 more,3.3,133.0,Fair,bangalore
343,OYO Flagship 703240 Pride Inn,"14 cross Hosur Main road, Bangalore·       8.7 km",2622.0,734.0,72.0, Elevator  Geyser  Power backup  + 3 more,3.6,29.0,Good,bangalore
344,OYO 18626 Royal Residency,"Near Taj Yeshwantpur, M S K Nagar, Bangalore·       8.7 km",3801.0,799.0,78.0, Free Wi-Fi  Power backup  CCTV cameras  + 7 more,3.8,102.0,Good,bangalore
345,OYO 88840 Mn Residency,"Madiwala,  South Zone, Bengaluru, Bangalore South, Bangalore Urban, Karnataka, - 560034, India Bangalore.·       6.5 km",3157.0,1105.0,65.0, Doctor on call  Parking facility  Reception  + 16 more,3.5,681.0,Good,bangalore
346,Capital O 87938 Royal Manyata,"Bangalore, Bangalore·       9.4 km",4139.0,1449.0,64.0, Parking facility  Reception  Free Wi-Fi  + 21 more,3.9,702.0,Good,bangalore
347,Collection O 701570 Royal Elevar,"Dasarahalli, Bangalore·       9.9 km",3504.0,981.0,72.0, Elevator  Free Wi-Fi  Geyser  + 7 more,4.1,204.0,Very Good,bangalore
348,OYO Home 79223 Exotic Stay Bsk 3rd Stage,"South, Bangalore·       7.0 km",4151.0,1453.0,65.0, Elevator  Private entrance  Free Wi-Fi  + 6 more,3.5,1057.0,Good,bangalore
349,Collection O 79415 Onyx International,"Karnatakanull, Bangalore·       4.8 km",4338.0,1518.0,65.0, Doctor on call  Reception  Public washroom  + 28 more,4.0,176.0,Very Good,bangalore
350,OYO Townhouse 076 Hebbal,"Dasarahalli, Bangalore·       9.3 km",4752.0,1331.0,71.0, Private entrance  Doctor on call  Parking facility  + 17 more,3.6,1254.0,Good,bangalore
351,OYO Flagship 703044 Gn Nelli Rooms,"Bangalore - , Bangalore·       8.0 km",3115.0,872.0,72.0, Geyser  Power backup  AC  + 2 more,3.3,11.0,Fair,bangalore
352,Collection O 73977 Malleswaram,"Near Bsnl Office, Emerald Residency, Bangalore·       3.5 km",6657.0,1864.0,72.0, AC  TV ,3.5,798.0,Good,bangalore
353,OYO Flagship 79745 My Own Nest,"Bangalore, Bangalore·       5.4 km",5048.0,1767.0,65.0, Doctor on call  Reception  Power backup  + 22 more,3.9,138.0,Good,bangalore
354,OYO Townhouse 490 Indira Nagar Extention Bangalore,"Kaggadasapura, Bangalore·       9.3 km",4742.0,1660.0,64.0, Free Wi-Fi  Card payment  24/7 check-in  + 12 more,3.7,587.0,Good,bangalore
355,OYO 10114 Hotel Telehaus International,"Near Karnataka Bank, Shanti Nagar, Bangalore·       1.4 km",6057.0,2120.0,65.0, Hair Dryer  Free Wi-Fi  Power backup  + 10 more,3.3,203.0,Fair,bangalore
356,Collection O 62387 Emara Grand Hotel,"560102, Bangalore·       7.9 km",7724.0,2163.0,72.0, Private entrance  Reception  Power backup  + 15 more,3.7,29.0,Good,bangalore
357,Capital O 62949 Regal Suites,"Centrally Located, Near Sagar Hospital, Hombegowda Nagar, Bangalore·       4.8 km",5975.0,1673.0,72.0, Hair Dryer  Parking facility  Reception  + 19 more,3.7,1043.0,Good,bangalore
358,Collection O 701280 Unique Sharavanys,"Bda Layout Btm 4th Stage, Bangalore·       9.9 km",3064.0,858.0,72.0, Elevator  Free Wi-Fi  Geyser  + 7 more,2.8,15.0,Fair,bangalore
359,OYO Flagship 702960 Ericon Comfort,"Hebbal, Bangalore·       7.0 km",3172.0,888.0,72.0, Elevator  Geyser  Power backup  + 3 more,3.6,21.0,Good,bangalore
360,Collection O 38666 Elmas Hotel,"Near PVR Koramangala, 7th Block, Bangalore·       4.5 km",5905.0,1864.0,68.0, Private entrance  Reception  Free Wi-Fi  + 19 more,3.5,205.0,Good,bangalore
361,OYO Townhouse 258 Spruce Hotels Bellandur,"Bellandur, Bangalore·       9.4 km",10195.0,3568.0,65.0, Coffee/tea maker  Free Wi-Fi  AC  + 3 more,4.2,1380.0,Very Good,bangalore
362,OYO Flagship 703725 Lavish Residency,"India - , Bangalore·       9.1 km",4708.0,1648.0,65.0, AC  TV ,3.6,509.0,,bangalore
363,Collection O 703123 Hotel Supreme Suites,"India, Bangalore·       8.6 km",5984.0,2094.0,65.0, Elevator  Geyser  Power backup  + 3 more,3.6,509.0,,bangalore
364,OYO Flagship 703342 Elite Stay,"JP Nagar, Bangalore·       7.8 km",3801.0,1330.0,65.0, Elevator  Geyser  Power backup  + 3 more,3.6,509.0,,bangalore
365,SPOT ON 78462 A Class Suites,"Bangalore Urban, Bangalore·       7.0 km",3674.5,1063.0,71.0, TV  Reception  Wakeup service  + 6 more,4.7,605.0,Excellent,bangalore
366,Capital O 14203 Chetana Inn,"Centrally Located, Near Shanti Niketan School, Kodigehalli, Bangalore·       9.0 km",3674.5,1063.0,71.0, AC  TV  AC  + 1 more,4.1,1339.0,Very Good,bangalore
367,OYO Home 89640 Kkr New Town,"Kalyan Nagar, Bangalore·       8.2 km",3674.5,1063.0,71.0, Free Wi-Fi  Geyser  CCTV cameras  + 3 more,3.2,136.0,Fair,bangalore
368,Capital O 75993 Hotel Shanti Nivas,"Near Yeshwanthpur , Sri Raghavendra Layout, Bangalore·       8.3 km",3674.5,1063.0,71.0, Free Wi-Fi  Power backup  CCTV cameras  + 8 more,4.1,1224.0,Very Good,bangalore
369,SPOT ON 73621 Srinivasa Boarding And Lodging,"Near N R Colony, Sajjepalya, Bangalore·       8.5 km",3674.5,1063.0,71.0, TV ,2.6,302.0,Fair,bangalore
370,OYO 12761 High Street,"Near Kalyan silks commercial street, Bangalore·       1.8 km",3674.5,1063.0,71.0, Free Wi-Fi  Power backup  Card payment  + 13 more,4.3,556.0,Very Good,bangalore
371,Flagship 11640 Hotel Aaira Inn,"Near Uttam Sagar, Banaswadi main road, Bangalore·       6.7 km",3674.5,1063.0,71.0, Hair Dryer  Parking facility  Free Wi-Fi  + 13 more,4.0,1277.0,Very Good,bangalore
372,Collection O 74691 Compact Green View,"Near Ejipura Bus stand, Ashwini Layout, Bangalore·       5.0 km",3674.5,1063.0,71.0, Parking facility  Free Wi-Fi  CCTV cameras  + 6 more,4.4,2995.0,Very Good,bangalore
373,Flagship 18338 White Fort,"Dispensary Rd, Kalasipalya,Bangalore·       2.6 km",3674.5,1063.0,71.0, Parking facility  Free Wi-Fi  Power backup  + 14 more,3.6,1250.0,Good,bangalore
374,Collection O 27065 Eden Au Lac,"Near Indiranagar Police Station, Indiranagar, Bangalore·       5.0 km",3674.5,1063.0,71.0, Parking facility  Reception  Free Wi-Fi  + 17 more,3.9,1337.0,Good,bangalore
375,Capital O 63711 Chetana Clove,"Near Shanti Niketan School, Maruthinagar, Bangalore·       9.0 km",3674.5,1063.0,71.0, Reception  Daily housekeeping  AC  + 7 more,4.0,1346.0,Very Good,bangalore
376,Flagship 14397 Varcity Phi Pavilion,"B t m Layout, Bangalore·       6.1 km",3674.5,1063.0,71.0, Living Room  Washing Machine  Balcony  + 44 more,4.1,4040.0,Very Good,bangalore
377,OYO 9253 Champion Comfort,"Near Sarvodaya College of Nursing, Magadi Rd, Bangalore·       6.2 km",3674.5,1063.0,71.0, Parking facility  Free Wi-Fi  Power backup  + 12 more,3.4,310.0,Fair,bangalore
378,OYO 74308 Kings Suites,"Near MSO Colony, Maruthi Seva Nagar, Bangalore·       5.0 km",3674.5,1063.0,71.0, Free Wi-Fi  AC  TV  + 2 more,4.3,665.0,Very Good,bangalore
379,OYO 10476 Shree Mookambika Guest House,"Kormangla, Bangalore·       3.9 km",3674.5,1063.0,71.0, Hair Dryer  Free Wi-Fi  Power backup  + 10 more,3.9,319.0,Good,bangalore
380,OYO 15695 Varcity Comforts,"560029, Bangalore·       5.6 km",3674.5,1063.0,71.0, Elevator  Free Wi-Fi  Geyser  + 7 more,3.6,1445.0,Good,bangalore
381,OYO Townhouse 364 Richmond Road,"Near Baldwin Women College, Richmond Town, Bengaluru·       1.0 km",3674.5,1063.0,71.0, Reception  Free Wi-Fi  Power backup  + 13 more,4.0,1712.0,Very Good,bangalore
382,OYO 80376 Santa Maria,"Jeevan Bhima Nagar, Bangalore·       6.8 km",3674.5,1063.0,71.0, Hair Dryer  Reception  Free Wi-Fi  + 11 more,3.4,679.0,Fair,bangalore
383,Capital O 11148 Amethyst Business Hotel,"5th Block, Jayanagar, Bangalore·       5.9 km",3674.5,1063.0,71.0, Doctor on call  Reception  Power backup  + 23 more,3.2,2057.0,Fair,bangalore
384,Collection O 2318 Hotel Palm Emirates,"Tavarekere Main Rd, Bangalore·       4.8 km",3674.5,1063.0,71.0, Parking facility  Reception  Free Wi-Fi  + 15 more,3.5,882.0,Good,bangalore
385,OYO Townhouse 180 Jayanagar,"Near Sagar Hospital, Tilak Nagar, Bangalore·       4.8 km",3674.5,1063.0,71.0, Free Wi-Fi  AC  TV ,4.4,2972.0,Very Good,bangalore
386,OYO Home 81332 Shiva Shakthi Inn,"J P Nagar, Bangalore·       7.8 km",3674.5,1063.0,71.0, Parking facility  Private entrance  Elevator  + 7 more,3.6,1507.0,Good,bangalore
387,Capital O 88025 Blooms Stay Inn,"Bangalore Urban, Bangalore·       5.0 km",3674.5,1063.0,71.0, Private entrance  Doctor on call  Parking facility  + 19 more,4.1,457.0,Very Good,bangalore
388,Townhouse OAK Clove Boutique Hotel Rajaji Nagar,"4th Block, Rajaji Nagar, Bangalore·       4.0 km",3674.5,1063.0,71.0, Parking facility  Reception  Free Wi-Fi  + 15 more,4.5,1523.0,Excellent,bangalore
389,Collection O 75506 Hotel Palmtree,"Near Halasuru Metro Station, Ulsoor, Bangalore·       3.9 km",3674.5,1063.0,71.0, Parking facility  Reception  Free Wi-Fi  + 14 more,4.0,1290.0,Very Good,bangalore
390,OYO Townhouse 273 Hosur Main Road Bommanahalli,"Near krishna Theature Bommanahalli, Hosur main road, Bangalore·       8.4 km",3674.5,1063.0,71.0, Parking facility  Reception  Free Wi-Fi  + 12 more,4.3,1976.0,Very Good,bangalore
391,OYO Townhouse 049 HSR Layout,"Near HSR Club, Kadalda Meen, Bangalore·       8.8 km",3674.5,1063.0,71.0, Free Wi-Fi  Power backup  CCTV cameras  + 7 more,4.1,1225.0,Very Good,bangalore
392,Flagship 13933 Varcity Pearl,"Near Forum Mall, Koramangala, Bangalore·       5.4 km",3674.5,1063.0,71.0, Elevator  Free Wi-Fi  Geyser  + 5 more,3.6,3799.0,Good,bangalore
393,OYO 10321 Century Residency,"Near Sri Balaji medicals, Zuzuvadi, Bangalore·       5.5 km",3674.5,1063.0,71.0, Living Room  Washing Machine  Balcony  + 37 more,3.7,531.0,Good,bangalore
394,Flagship 92766 Hotel Metro Inn,"india, Bangalore·       8.0 km",3674.5,1063.0,71.0, Parking facility  Elevator  Free Wi-Fi  + 8 more,4.1,469.0,Very Good,bangalore
395,Capital O 62579 Royal Wood Premier,"Centrally Located, Near 1st Stage, Domlur, Bangalore·       5.2 km",3674.5,1063.0,71.0, Elevator  Free Wi-Fi  Geyser  + 9 more,3.9,674.0,Good,bangalore
396,Capital O 700590 King Suites -hennur,"Bangalore Urban, Bangalore·       8.4 km",3674.5,1063.0,71.0, Reception  Ticket tour assistance  Designated smoking area  + 20 more,3.9,63.0,Good,bangalore
397,OYO 852 Kings 10,"Centrally Located, Near, HMT Layout Bus Stop, R.T.Nagar, Bangalore·       6.0 km",3674.5,1063.0,71.0, AC  TV  Mini Fridge  + 2 more,3.9,484.0,Good,bangalore
398,Capital O 91101 Karthika Residency,"india, Bangalore·       5.6 km",3674.5,1063.0,71.0, Parking facility  Reception  Ticket tour assistance  + 20 more,3.5,168.0,Good,bangalore
399,OYO Townhouse 430 Everest Hotel,"Opp Chennai Central Railway Station , PH Road·       0.3 km",6877.0,2407.0,65.0, Parking facility  Reception  24x7 Facility Manager  + 18 more,4.4,5500.0,Very Good,chennai
400,OYO Townhouse 1096 Hotel Redfox Nungambakkam,"Chennai District, Chennai·       3.8 km",6062.0,1698.0,71.0, Reception  Free Wi-Fi  Power backup  + 16 more,4.5,372.0,Excellent,chennai
401,Oyo flagship CHN1636 WHITE INN,"Thiruvengadam Street, chennai central·       0.4 km",2504.0,701.0,72.0, Doctor on call  Reception  Caretaker  + 14 more,3.8,71.0,Good,chennai
402,Flagship 86010 T.nagar,"Near Panagal Park T.Nagar, Chennai·       6.7 km",2397.0,839.0,65.0, Reception  Washing Machine  Power backup  + 51 more,3.8,977.0,Good,chennai
403,SPOT ON 78619 Grand Residency,No. 34 Near Rippon Building Periyamet Chennai·       0.1 km,2289.0,641.0,72.0, Parking facility  Reception  Free Wi-Fi  + 7 more,3.5,1076.0,Good,chennai
404,SPOT ON 29391 Agp Home Stay,"Near Jain Temple, Purasaiwakkam, Chennai·       1.9 km",1579.0,442.0,72.0, Parking facility  Reception  Queen Sized Bed  + 13 more,3.8,559.0,Good,chennai
405,Townhouse 1154 Mount Road Rich Mount,"Rich Mount, Ritchi Street, Anna Salai Chennai·       1.8 km",4207.0,1178.0,72.0, Reception  AC  TV  + 8 more,3.9,244.0,Good,chennai
406,OYO 14356 Dreams Manor,Kilpauk Chennai·       2.1 km,2585.0,905.0,64.0, Doctor on call  Reception  Power backup  + 108 more,4.3,634.0,Very Good,chennai
408,Capital O 18946 Admire Suit Hospitality,"Near Chepauk Cricket Stadium, Triplicane, Chennai·       2.1 km",3831.0,1073.0,71.0, Free Wi-Fi  Power backup  Card payment  + 13 more,3.9,1763.0,Good,chennai
410,SPOT ON 702365 New Golden Star Guest House,"Padi, Chennai·       8.7 km",1727.0,549.0,68.0, Free Wi-Fi  Geyser  CCTV cameras  + 4 more,3.3,58.0,Fair,chennai
411,OYO 23454 SUN PARK INN Chennai central,"Near Egmore Railway Hospital, Periamet, Chennai·       0.3 km",4297.0,1203.0,72.0, Private entrance  Reception  Power backup  + 13 more,2.8,23.0,Fair,chennai
412,OYO 73610 Home Tree Service Apartment,"Plot no 23/13, Sakthi krishna apartment, coats road , North usman street, T nagar, Chennai - 600017·       5.9 km",3787.0,1060.0,72.0, Hair Dryer  Parking facility  Reception  + 15 more,4.0,1112.0,Very Good,chennai
414,Flagship 701158 Jayam Residency Tiruvottiyur,"Tiruvottiyur Theradi Metro Station, Chennai.·       9.3 km",2128.0,699.0,67.0, Free Wi-Fi  Geyser  CCTV cameras  + 5 more,3.7,30.0,Good,chennai
416,OYO Townhouse 056 T Nagar Chennai,"Near tnagar bus stop, Parthasarathi Puram, Chennai·       5.8 km",6128.0,1716.0,72.0, Hair Dryer  Private entrance  Parking facility  + 9 more,4.0,3016.0,Very Good,chennai
